"1","0","Главная страница","main","index","<p>Добро пожаловать в Ronny CMS!</p>","заглавная страница","главная страница page pages to4ka programming team","821","0","1309289076","1406013520"
государственным имуществом.</p>
<p style=""text-align: justify;"">30.&nbsp; При
осуществлении права оперативного управления имуществом Учреждение обязано:</p>
<p style=""text-align: justify;"">1)
использовать имущество в соответствии с его назначением; </p>
<p style=""text-align: justify;"">2) обеспечить сохранность имущества;</p>
<p style=""text-align: justify;"">3)&nbsp; не допускать
ухудшения технического состояния имущества, кроме случаев естественного
морального и физического износа;</p>
<p style=""text-align: justify;"">4) осуществлять капитальный и текущий ремонт;</p>
<p style=""text-align: justify;"">5) страховать
имущество в соответствии с действующим законодательством.</p>
<p style=""text-align: justify;"">31.&nbsp; Учреждение
вправе распоряжаться принадлежащим ему на праве оперативного управления
имуществом только с согласия исполнительного органа государственной власти
Костромской области в сфере управления и распоряжения государственным
имуществом и только в пределах, не лишающих его возможности осуществлять свою
деятельность, виды которой определены в главе 2 настоящего Устава.</p>
<p style=""text-align: justify;"">32. Учреждение не вправе отчуждать закрепленное за ним
имущество и имущество, приобретенное за счет средств, выделенных ему по смете,
если иное не установлено действующим законодательством.</p>
<p style=""text-align: justify;"">33 Права Учреждения на объекты
интеллектуальной собственности регулируются
законодательством Российской Федерации.</p>
<p style=""text-align: justify;"">34. Имущество, созданное или
приобретенное Учреждением в результате его
деятельности (в том числе приносящей доход), полученное в качестве дара, пожертвования от организаций, предприятий,
граждан, отражается в балансе Учреждения в установленном порядке.</p>
<p style=""text-align: justify;"">35. Контроль за использованием по назначению и сохранностью имущества, закрепленного за Учреждением на праве оперативного управления, осуществляет исполнительный орган государственной властиКостромской области в сфере управления и
распоряжения государственнымимуществом.</p>
<p style=""text-align: justify;"">36. Источниками формирования имущества Учреждения, в
том числе финансовых ресурсов, являются:</p>
<p style=""text-align: justify;"">1) средства, выделяемые из бюджета Костромской области
согласно утвержденной Учредителем бюджетной смете;</p>
<p style=""text-align: justify;"">2) имущество, переданное Учреждению его собственником или
уполномоченным им органом;</p>
<p style=""text-align: justify;"">3) добровольные взносы организаций,
предприятий и граждан;</p>
<p style=""text-align: justify;"">4) иные источники, не противоречащие законодательству
Российской Федерации.</p>
<p style=""text-align: justify;"">37. Расходование средств производится
Учреждением в порядке, установленном бюджетным законодательством Российской Федерации, Костромской области, иными нормативными правовыми актами,
регулирующими бюджетные правоотношения.&nbsp;</p>
<p style=""text-align: justify;"">38. Учреждение является
государственным заказчиком и осуществляет размещение заказов на поставки
товаров, выполнение работ, оказание услуг для государственных нужд в
соответствии с Федеральным законом от 21 июля 2005 года № 94-ФЗ &laquo;О размещении заказов на поставки товаров, выполнение работ,
оказание услуг для государственных и муниципальных нужд&raquo;.</p>
<p style=""text-align: justify;""><b><br /></b></p>
<p style=""text-align: justify;""><b>Глава 5.
Ликвидация, реорганизация и изменение типа учреждения</b></p>
<p style=""text-align: justify;"">39.Прекращение деятельности Учреждения может
осуществляться в виде его ликвидации либо реорганизации (слияния, присоединения,
разделения, выделения, преобразования) в случаях и в порядке, установленных законодательством
Российской Федерации: по
решению администрации Костромской области; по
решению суда.</p>
<p style=""text-align: justify;"">40. С момента
назначения ликвидационной комиссии к ней переходят полномочия по управлению
Учреждением. Ликвидационная комиссия составляет ликвидационный баланс и представляет его Учредителю.</p>
<p style=""text-align: justify;"">41. Имущество
Учреждения передается ликвидационной комиссией исполнительному органу
государственной власти Костромской области в сфере управления и распоряжения
государственным имуществом.</p>
<p style=""text-align: justify;"">Недвижимое имущество передается ликвидационной
комиссией исполнительному органу государственной власти Костромской области в
сфере управления и распоряжения государственным имуществом.</p>
<p style=""text-align: justify;"">42. Ликвидация Учреждения считается завершенной, а
Учреждение -прекратившим свою деятельность с момента внесения соответствующей
записи в Единый государственный реестр
юридических лиц.&nbsp;Решение о ликвидации Учреждения
устанавливается нормативным правовым&nbsp;<b>&nbsp;</b>актом администрации
Костромской области.</p>
<p style=""text-align: justify;"">43. При&nbsp;ликвидации и реорганизации Учреждения увольняемым
работникам гарантируется соблюдение их прав и интересов в соответствии с
законодательством Российской Федерации.</p>
<p style=""text-align: justify;"">44. При&nbsp;реорганизации Учреждения вносятся
необходимые изменения в Устав и Единый
государственный реестр юридических лиц. Реорганизация влечет за собой
переход прав и обязанностей, возлагаемых на Учреждение, его правопреемнику (правопреемникам)
в соответствии с законодательством&nbsp;Российской&nbsp;Федерации.</p>
<p style=""text-align: justify;"">45. При прекращении деятельности Учреждения (кроме ликвидации) все документы
(управленческие, финансово-хозяйственные, по личному составу и &nbsp;другие) передаются в установленном порядке правопреемнику&nbsp;(правопреемникам). При отсутствии правопреемника документы постоянного хранения,
имеющие научно-историческое значение, передаются негосударственное хранение в архив. Передача и
упорядочение документов осуществляются силами и за счет средств Учреждения в соответствии с требованиями
архивных органов.</p>
<p style=""text-align: justify;"">46. Изменение типа существующего Учреждения не
является его реорганизацией. При изменении
типа существующего Учреждения в его Устав вносятся соответствующие
изменения.</p>
<p style=""text-align: justify;"">44. Изменения и дополнения в Устав Учреждения вносятся
решением Учредителя и регистрируются в
установленном законом порядке.&nbsp;</p>",,"Подведомственные учреждения","636","10","1346154733","1355404391"
"94","82","Структура","struktura-4otr","default","
<p style=""text-align: justify;"">В состав областного государственного
казнённого учреждения&nbsp;&laquo;4-й отряд противопожарной службы Костромской области &raquo; входят 4 подразделения:</p>
<p style=""text-align: center;""><br /></p>
<table cellpadding=""0"" cellspacing=""0"" width=""100%"" style=""text-align: center;"">
  <tbody>
    <tr>
      <td>
        <p align=""center"">ОГКУ &laquo;4-й отряд противопожарной службы костромской области&raquo;</p>
        <p align=""center"">Директор -&nbsp;Смирнов
Николай Николаевич</p></td>
    </tr>
  </tbody>
</table>
<p style=""text-align: center;"">&nbsp;</p>
<table cellpadding=""0"" cellspacing=""0"" width=""100%"" style=""text-align: center;"">
  <tbody>
    <tr>
      <td>
        <p>ПЧ-8,
место дислокации г. Нея (численность&nbsp; &ndash;
46 чел.)</p></td>
    </tr>
  </tbody>
</table>
<p style=""text-align: center;"">&nbsp;</p>
<table cellpadding=""0"" cellspacing=""0"" width=""100%"" style=""text-align: center;"">
  <tbody>
    <tr>
      <td>
        <p>ПЧ-22,
место дислокации п. Парфеньево (численность&ndash;18чел.)</p></td>
    </tr>
  </tbody>
</table>
<p style=""text-align: center;"">&nbsp;</p>
<table cellpadding=""0"" cellspacing=""0"" width=""100%"" style=""text-align: center;"">
  <tbody>
    <tr>
      <td>
        <p>ПЧ-23,
место дислокации п.Антропово (численность &ndash; 24чел.)</p></td>
    </tr>
  </tbody>
</table>
<p style=""text-align: center;"">&nbsp;</p>
<table cellpadding=""0"" cellspacing=""0"" width=""100%"" style=""text-align: center;"">
  <tbody>
    <tr>
      <td>
        <p>ПЧ-28,
место дислокации г. Макарьев (численность&nbsp;
&ndash; 28 чел.)</p></td>
    </tr>
  </tbody>
</table>
<p style=""text-align: center;"">&nbsp;</p>
<p style=""text-align: justify;"">Общая численность ОГКУ &laquo;4-й отряд
противопожарной службы Костромской области&raquo; - составляет 116 человек личного
состава, на вооружении числится 37 единиц пожарной техники.</p>
<p style=""text-align: center;""><b>Карта
расположения пожарных частей ОГКУ &laquo;4-й отряд противопожарной службы Костромской
области&raquo;</b></p>
<p style=""text-align: center;""><b><img border=""0"" alt="""" src=""/files/images/karta_ops4.png"" /><br /></b></p>",,"Подведомственные учреждения","694","20","1346154880","1376893185"
